EXPECEDU_BACHELORS,Growth_str_agree,Growth_agree,Growth_disagree,LANG_of_test,Grade_9,Grade_10,Female,CNTSTUID,BELONG,BULLIED,ESCS,FAMSUP
0.0,0.0,0,1.0,1.0,0,1,1.0,84006382,0.1689,-0.1325,1.0708,-0.9412
0.0,0.0,0,0.0,1.0,0,1,1.0,84006383,-0.8575,-1.228,-0.736,-0.734
,0.0,0,1.0,0.0,0,1,0.0,84006384,-0.8108,-1.228,-1.1608,0.6062
1.0,0.0,0,0.0,1.0,0,1,0.0,84006385,-0.6065,1.1025,1.7702,0.2605
1.0,1.0,0,0.0,1.0,0,1,1.0,84006387,0.1999,1.1724,1.1129,0.8468
0.0,0.0,0,0.0,1.0,0,1,1.0,84006390,-1.7664,-1.228,-0.0543,-0.029
1.0,0.0,0,1.0,0.0,0,1,1.0,84006392,-0.3397,-1.228,-1.1241,-0.3307
1.0,0.0,1,0.0,1.0,0,1,0.0,84006394,0.0097,-0.1879,0.6047,-0.6005
1.0,0.0,0,0.0,1.0,1,0,1.0,84006398,-0.0254,1.3035,-0.4365,-0.9569
0.0,0.0,1,0.0,0.0,0,0,0.0,84006399,-1.1063,-1.228,0.4411,-1.2382
1.0,0.0,0,0.0,0.0,0,1,1.0,84006401,-0.6035,-1.228,-0.6176,-1.4598
0.0,0.0,1,0.0,0.0,0,1,1.0,84006405,-0.6048,-0.1325,-0.5585,-0.714
0.0,0.0,0,1.0,1.0,0,0,0.0,84006408,-0.2482,-1.228,0.194,-0.6886
0.0,0.0,0,1.0,1.0,0,1,1.0,84006409,-0.338,-1.228,1.7492,0.4627
,0.0,0,1.0,1.0,0,1,1.0,84006410,-0.9477,-0.267,1.0571,
1.0,0.0,1,0.0,1.0,0,1,0.0,84006412,-0.3397,-1.228,0.5914,1.6917
,0.0,0,1.0,1.0,0,1,0.0,84006416,-1.1176,0.8565,1.3524,-0.1557
0.0,,0,,1.0,0,1,1.0,84006417,,,,
,0.0,0,1.0,0.0,0,1,0.0,84006423,-0.3397,-1.228,0.5837,
1.0,0.0,0,0.0,1.0,0,1,1.0,84006424,-0.5474,0.0536,0.1699,-0.7124
1.0,0.0,0,1.0,1.0,0,1,1.0,84006425,-0.7628,-1.228,0.6432,0.6107
1.0,0.0,0,0.0,1.0,0,1,0.0,84006427,0.7289,-1.228,0.7137,-0.9822
,1.0,0,0.0,1.0,0,0,1.0,84006430,-0.1988,0.5267,-0.5623,-0.0511
0.0,0.0,0,1.0,1.0,0,1,0.0,84006432,-0.4986,0.2652,0.882,-0.8802
1.0,0.0,0,1.0,1.0,0,1,0.0,84006435,0.0179,-1.228,0.6421,0.5182
1.0,1.0,0,0.0,1.0,0,1,0.0,84006436,-1.2227,0.3631,0.8134,1.0835
,0.0,0,0.0,1.0,0,1,0.0,84006437,,,-0.7955,
1.0,0.0,0,1.0,0.0,0,1,0.0,84006442,-0.3548,,-2.2427,-0.0946
,0.0,0,0.0,1.0,0,1,1.0,84006444,,,0.3775,
1.0,0.0,0,1.0,1.0,0,1,1.0,84006445,-0.3397,-1.228,-0.2307,1.717
1.0,1.0,0,0.0,1.0,0,1,0.0,84006449,2.2967,-1.228,1.0671,0.3096
0.0,1.0,0,0.0,0.0,0,0,0.0,84006450,-0.4941,-1.228,-2.0046,0.2175
,0.0,0,1.0,1.0,0,1,1.0,84006454,-0.3261,-1.228,0.313,-0.223
,0.0,1,0.0,0.0,0,0,0.0,84006455,0.1879,-1.228,-2.0859,-0.8718
,0.0,0,1.0,1.0,0,1,1.0,84006457,-0.8709,-0.2016,-0.5792,
0.0,,0,,1.0,0,1,0.0,84006459,,-1.228,-0.1497,0.7384
0.0,0.0,0,1.0,1.0,0,1,0.0,84006463,-0.7628,-1.228,-0.0818,0.1674
,0.0,0,1.0,0.0,0,1,0.0,84006464,0.5453,-1.228,-0.5839,
0.0,0.0,0,1.0,1.0,0,1,1.0,84006465,-0.7342,0.6364,0.4514,-0.7358
1.0,0.0,0,0.0,0.0,0,0,0.0,84006468,0.2315,0.1776,0.6176,1.6083
,0.0,0,0.0,1.0,0,1,0.0,84006469,-0.4747,0.6616,0.5762,-0.1109
,0.0,1,0.0,1.0,0,1,1.0,84006470,-0.5964,-0.1879,0.5879,
0.0,0.0,0,1.0,1.0,1,0,0.0,84006471,-0.9804,-1.228,-0.5742,-0.6291
1.0,0.0,0,0.0,1.0,0,1,0.0,84006472,2.2967,0.2988,0.587,1.9081
1.0,0.0,0,0.0,1.0,0,1,0.0,84006473,0.2741,-1.228,-0.7111,-1.1792
0.0,0.0,0,0.0,1.0,1,0,0.0,84006477,-0.8868,1.1846,-1.0722,-0.5823
0.0,0.0,0,1.0,1.0,0,1,1.0,84006478,-0.3261,-1.228,0.1259,-0.0999
,0.0,0,0.0,1.0,0,1,0.0,84006479,-0.0397,1.6016,1.8535,1.7871
0.0,0.0,0,1.0,1.0,0,1,0.0,84006480,0.8759,0.2183,-0.6455,-0.5837
1.0,0.0,0,1.0,1.0,0,1,1.0,84006484,2.7308,-0.267,-1.1055,1.7802
0.0,0.0,0,0.0,1.0,0,1,1.0,84006485,0.2822,-1.228,-0.0873,1.0557
0.0,0.0,1,0.0,1.0,0,1,1.0,84006488,-1.2265,0.5869,-1.4086,-0.0898
,0.0,0,0.0,0.0,0,1,0.0,84006489,0.7356,-1.228,-0.0861,1.4917
,0.0,0,1.0,1.0,0,1,1.0,84006490,,0.5504,0.8574,-0.62
,0.0,0,0.0,1.0,0,0,0.0,84006493,,,1.0157,
1.0,0.0,0,1.0,1.0,0,1,0.0,84006494,-1.6016,0.2121,1.2483,-0.2966
0.0,0.0,1,0.0,1.0,0,1,1.0,84006496,-0.3261,-1.228,0.0344,1.3432
,0.0,0,1.0,0.0,0,0,1.0,84006497,-0.3485,0.1361,-0.9387,0.4601
0.0,0.0,1,0.0,1.0,0,1,0.0,84006499,0.1753,-1.228,-0.2401,-0.007
0.0,0.0,0,1.0,1.0,0,0,0.0,84006500,-0.3128,-1.228,-0.8766,-0.0278
0.0,0.0,0,1.0,1.0,0,1,1.0,84006502,0.4722,-0.1879,-0.5557,0.0483
,1.0,0,0.0,1.0,0,1,0.0,84006504,0.3863,0.1621,0.674,0.37
0.0,0.0,0,1.0,1.0,0,1,1.0,84006505,-0.471,-0.4588,-0.1868,0.5316
1.0,0.0,0,0.0,1.0,0,0,1.0,84006506,-0.8848,0.2988,0.8243,0.1258
,0.0,0,0.0,1.0,0,1,0.0,84006507,0.7356,-1.228,0.0675,0.3045
,0.0,0,0.0,,0,1,1.0,84006509,,,,
0.0,0.0,1,0.0,0.0,0,1,0.0,84006510,-0.6208,-1.228,-1.469,-0.0271
,0.0,0,1.0,0.0,0,0,1.0,84006512,-1.0278,0.5222,-0.3001,-0.1796
,0.0,0,0.0,0.0,0,1,0.0,84006514,-0.6065,-0.1325,-0.2079,0.3774
,0.0,0,1.0,1.0,0,1,0.0,84006515,-0.7388,0.8162,-0.4348,1.5442
,0.0,0,1.0,0.0,0,1,0.0,84006516,0.114,-1.228,-0.6733,0.6972
,0.0,0,0.0,1.0,0,1,0.0,84006517,0.3279,0.3447,1.2892,0.3007
,0.0,0,1.0,1.0,0,1,1.0,84006519,-1.1147,-0.1325,1.4902,1.6381
,,0,,,0,1,0.0,84006520,,,,
1.0,0.0,0,1.0,1.0,0,1,0.0,84006521,-0.6458,1.3849,-0.9838,0.0277
1.0,0.0,0,0.0,1.0,0,0,1.0,84006522,-0.0446,1.6121,-1.1034,1.8167
,0.0,0,0.0,1.0,0,1,1.0,84006524,-0.7888,-0.3264,-0.3526,-0.0554
,0.0,0,0.0,1.0,0,1,0.0,84006526,,,-0.2064,
1.0,0.0,0,1.0,1.0,0,1,0.0,84006528,-0.7204,2.3708,0.829,-0.5891
,0.0,1,0.0,1.0,0,1,0.0,84006529,-0.2482,0.8222,1.128,-0.0263
0.0,0.0,0,1.0,1.0,0,1,0.0,84006530,0.7639,0.4452,,0.6088
1.0,0.0,0,1.0,1.0,0,1,0.0,84006531,-0.9632,-0.267,1.6078,-0.3668
0.0,0.0,0,1.0,1.0,0,0,1.0,84006534,-0.8877,0.5504,-0.6921,-0.5763
1.0,0.0,0,1.0,1.0,0,1,1.0,84006537,0.1999,0.0102,0.7012,0.2146
1.0,0.0,0,1.0,1.0,0,1,0.0,84006538,-0.3128,-1.228,-0.5091,0.782
0.0,0.0,0,1.0,1.0,0,1,0.0,84006539,-0.931,-0.1325,-0.3164,-0.7234
0.0,0.0,1,0.0,1.0,0,1,1.0,84006540,0.3379,-1.228,-0.9706,0.137
,0.0,0,0.0,1.0,0,1,0.0,84006542,0.3279,0.9271,1.3324,0.9443
0.0,0.0,1,0.0,1.0,0,1,1.0,84006544,-0.3485,0.6364,0.4641,-0.6145
1.0,0.0,1,0.0,1.0,0,1,1.0,84006546,-1.0331,0.5504,0.5386,0.1511
0.0,0.0,1,0.0,1.0,0,1,0.0,84006547,-0.3739,0.5613,-1.9304,-0.5139
,0.0,1,0.0,0.0,0,1,0.0,84006553,0.5159,-1.228,-0.1096,0.3052
,0.0,0,1.0,1.0,0,1,1.0,84006555,-0.8622,0.5381,-0.4979,-0.2935
1.0,0.0,0,1.0,1.0,0,1,1.0,84006557,-0.338,-1.228,1.2473,0.4659
1.0,0.0,0,1.0,1.0,0,1,0.0,84006558,-0.3128,-1.228,0.998,-0.0359
1.0,0.0,1,0.0,1.0,0,0,1.0,84006559,-1.0911,0.5238,0.7279,0.1225
,0.0,1,0.0,1.0,0,1,0.0,84006560,-0.3397,-0.1325,-0.5985,-0.0422
,0.0,0,0.0,1.0,0,1,1.0,84006561,,,0.9897,
1.0,0.0,0,1.0,1.0,0,1,0.0,84006562,-0.3128,0.6641,0.5611,-0.7368
,,0,,,0,0,0.0,84006564,,,,
,0.0,1,0.0,1.0,0,1,1.0,84006565,0.5159,-1.228,0.2373,0.4155
,0.0,1,0.0,1.0,0,0,1.0,84006567,0.1702,0.5238,0.9437,0.0799
0.0,0.0,0,1.0,1.0,0,1,1.0,84006568,-0.6035,-1.228,-0.4514,0.0837
,0.0,0,1.0,1.0,0,1,0.0,84006570,-0.471,-1.228,0.4361,
,0.0,1,0.0,1.0,0,1,1.0,84006571,-0.0092,0.9815,-0.0542,-0.8258
,0.0,0,0.0,1.0,0,0,0.0,84006573,-1.4001,0.3367,-0.7917,0.0661
1.0,0.0,0,1.0,1.0,0,1,0.0,84006574,0.0422,-0.1325,-1.9692,-0.6792
0.0,0.0,1,0.0,1.0,0,1,1.0,84006576,-0.5553,-1.228,-0.4042,-0.8489
0.0,0.0,0,0.0,1.0,0,1,0.0,84006577,2.7562,-1.228,-0.1498,1.7048
1.0,1.0,0,0.0,1.0,0,0,1.0,84006578,0.5881,2.108,0.3473,-0.9328
0.0,0.0,0,1.0,1.0,0,1,0.0,84006581,0.1436,-1.228,-0.029,-1.7622
1.0,0.0,0,1.0,1.0,0,0,0.0,84006582,0.3605,-1.228,0.9733,-0.2002
1.0,0.0,0,0.0,1.0,0,1,0.0,84006583,2.7474,-1.228,1.6888,-0.0908
0.0,0.0,1,0.0,1.0,0,1,0.0,84006587,-0.4867,0.1924,0.7905,1.4693
,0.0,0,1.0,1.0,0,1,1.0,84006591,-0.3485,-1.228,0.601,0.8288
0.0,0.0,0,1.0,1.0,0,1,1.0,84006593,-0.6048,-1.228,-1.1084,-0.4544
,0.0,0,1.0,1.0,0,1,0.0,84006595,-0.2482,-1.228,0.9197,0.4828
0.0,0.0,1,0.0,1.0,0,1,1.0,84006596,-0.8761,0.5613,-0.614,-1.1931
,0.0,0,0.0,1.0,0,0,1.0,84006597,-0.3485,-1.228,-1.0384,1.0542
,,0,,,0,1,1.0,84006599,,,,
,0.0,0,0.0,1.0,0,1,0.0,84006600,,,-1.133,
0.0,0.0,0,1.0,1.0,0,1,0.0,84006601,-0.4747,-1.228,-0.9213,-0.0861
0.0,0.0,0,1.0,1.0,0,1,0.0,84006602,-1.0331,0.2988,2.0487,0.0648
1.0,0.0,0,1.0,1.0,0,1,0.0,84006603,0.314,1.0479,1.1127,-0.9741
0.0,0.0,0,1.0,0.0,0,0,1.0,84006604,-0.6508,-1.228,-1.2359,-0.2353
0.0,0.0,1,0.0,1.0,0,1,0.0,84006607,1.1073,-0.267,-1.0803,0.1532
1.0,0.0,0,1.0,0.0,0,0,0.0,84006608,-0.2482,-1.228,-0.9141,-0.8844
1.0,0.0,0,1.0,1.0,0,1,1.0,84006609,-0.6438,0.2988,1.2308,0.0034
1.0,0.0,1,0.0,1.0,0,1,1.0,84006611,-0.3128,0.6364,0.9862,-0.5043
0.0,0.0,0,1.0,1.0,0,1,0.0,84006613,-0.8108,0.379,-1.8963,-1.2261
,0.0,0,0.0,1.0,0,1,0.0,84006614,-0.7773,-1.228,-0.9701,
,0.0,1,0.0,1.0,0,1,0.0,84006615,0.5159,-1.228,-1.3283,
,0.0,0,1.0,1.0,0,1,1.0,84006619,-0.1551,0.5805,-0.427,-0.4133
1.0,0.0,0,0.0,1.0,0,0,0.0,84006620,0.3249,0.2988,1.1137,-0.1374
0.0,0.0,0,1.0,1.0,0,1,1.0,84006621,0.5453,-1.228,-1.1066,0.6739
,,0,,,0,1,0.0,84006624,,,,
1.0,0.0,0,0.0,1.0,0,0,1.0,84006627,2.1143,-1.228,1.4946,-0.8887
,0.0,0,0.0,1.0,0,1,0.0,84006628,2.2967,-1.228,1.4875,1.5771
,0.0,0,0.0,0.0,0,1,1.0,84006629,,,-0.8801,
0.0,0.0,0,0.0,1.0,0,0,0.0,84006630,-3.2583,1.7847,0.476,0.3124
0.0,0.0,0,1.0,0.0,0,0,1.0,84006634,-1.0282,0.2988,-0.5554,-1.0527
1.0,0.0,0,1.0,1.0,0,1,1.0,84006635,-0.3485,-1.228,0.8155,0.0664
,0.0,0,0.0,1.0,0,1,0.0,84006637,,,-0.8258,
1.0,0.0,0,0.0,1.0,0,1,1.0,84006639,-0.0502,1.6603,1.2413,0.9526
1.0,0.0,1,0.0,0.0,0,1,0.0,84006640,-0.338,-1.228,-1.5155,0.929
,0.0,0,1.0,1.0,0,1,1.0,84006642,-0.3397,0.2988,1.0752,0.0696
1.0,0.0,0,0.0,1.0,0,0,1.0,84006643,-0.7107,-1.228,0.5648,-0.6065
0.0,0.0,1,0.0,1.0,0,0,1.0,84006645,-0.6898,-1.228,0.8634,1.6488
,0.0,0,0.0,1.0,1,0,1.0,84006647,,,0.1424,
0.0,0.0,0,1.0,0.0,0,0,0.0,84006649,-0.9606,0.6017,0.7702,-1.0173
1.0,0.0,0,1.0,1.0,0,1,0.0,84006651,0.4722,-0.1325,0.319,-0.2601
0.0,0.0,0,1.0,1.0,0,1,0.0,84006653,-0.3677,-1.228,-0.5078,-0.9595
,0.0,0,1.0,1.0,0,1,1.0,84006654,0.2265,-0.391,0.3607,-0.7923
0.0,0.0,0,1.0,1.0,0,1,1.0,84006655,-0.4901,0.6017,-0.6209,0.9581
1.0,0.0,0,0.0,1.0,0,1,1.0,84006656,2.7308,-1.228,0.118,1.554
1.0,0.0,0,0.0,1.0,0,1,1.0,84006659,-0.8251,0.1361,1.4703,0.4013
1.0,0.0,0,1.0,1.0,0,1,1.0,84006660,0.3492,-1.228,0.4253,0.1434
1.0,0.0,0,0.0,1.0,0,1,1.0,84006661,-0.3485,-0.267,1.0597,-0.7475
0.0,0.0,0,1.0,1.0,0,0,0.0,84006662,0.7716,-1.228,-0.9179,-0.0562
1.0,0.0,0,1.0,1.0,0,1,1.0,84006663,0.3249,-0.1325,0.7918,-0.7779
,0.0,0,1.0,1.0,0,1,0.0,84006665,-0.471,-1.228,0.3791,0.3363
1.0,0.0,1,0.0,1.0,0,1,1.0,84006666,-1.241,0.7511,-0.1656,0.6455
1.0,0.0,0,0.0,0.0,1,0,1.0,84006667,,,-0.2847,0.0162
,1.0,0,0.0,1.0,0,1,1.0,84006668,-0.8965,1.1227,-0.3995,-0.8095
,0.0,0,1.0,1.0,0,1,1.0,84006670,-0.0349,0.1361,0.4734,1.8188
1.0,0.0,0,1.0,1.0,0,0,1.0,84006672,-0.3128,-1.228,1.045,-0.8019
1.0,0.0,1,0.0,1.0,0,1,1.0,84006674,-0.3261,0.2988,1.2673,-0.9915
1.0,0.0,0,1.0,0.0,0,1,1.0,84006675,-0.3397,-1.228,-1.1294,0.2893
1.0,0.0,0,0.0,1.0,0,1,0.0,84006677,-0.3485,0.5238,1.3979,-0.3718
,0.0,0,0.0,0.0,0,1,1.0,84006679,-1.2946,1.2747,-0.95,1.6917
1.0,0.0,0,0.0,0.0,0,1,0.0,84006681,-0.2482,2.1019,-0.4417,1.797
0.0,0.0,0,0.0,0.0,0,1,1.0,84006682,0.5453,-1.228,-1.6011,-0.7771
1.0,0.0,0,0.0,1.0,0,1,1.0,84006691,-0.3675,0.9184,1.4054,-0.1642
0.0,0.0,0,1.0,1.0,0,1,0.0,84006693,-0.9032,0.1523,0.9955,-0.6714
,0.0,0,0.0,1.0,0,0,1.0,84006694,-0.7546,-0.267,-0.4907,-0.2313
1.0,0.0,0,1.0,1.0,0,1,1.0,84006695,-0.4814,0.76,1.1387,-0.9661
,1.0,0,0.0,1.0,0,1,1.0,84006698,1.4938,0.3578,-0.7608,0.3502
,0.0,0,0.0,1.0,1,0,1.0,84006700,-0.725,1.3742,-0.2942,-0.7399
0.0,0.0,1,0.0,0.0,1,0,0.0,84006702,0.3109,-1.228,-1.3906,0.6739
0.0,1.0,0,0.0,1.0,0,1,1.0,84006705,-0.6508,0.5767,0.9698,0.0367
1.0,1.0,0,0.0,1.0,0,1,1.0,84006706,-0.3128,1.4111,1.053,1.5694
0.0,0.0,0,1.0,1.0,0,1,1.0,84006708,-0.776,-0.1325,-0.0813,-0.9025
1.0,0.0,0,1.0,1.0,0,1,1.0,84006709,-0.8775,-1.228,-0.1547,1.8803
1.0,0.0,0,0.0,1.0,0,1,1.0,84006712,0.1426,0.4829,0.8636,0.0759
0.0,1.0,0,0.0,1.0,0,1,1.0,84006713,-1.1861,-1.228,-0.2626,-0.4773
0.0,0.0,0,0.0,1.0,0,0,0.0,84006715,2.7308,-1.228,-0.5429,1.6898
,0.0,0,1.0,1.0,0,0,1.0,84006717,0.114,-1.228,-0.8835,
1.0,0.0,0,0.0,1.0,0,1,1.0,84006719,-0.8973,-1.228,-0.8442,-1.4479
1.0,0.0,0,0.0,1.0,0,1,0.0,84006721,-0.4798,0.6017,0.9514,0.1722
,0.0,0,1.0,0.0,0,0,0.0,84006722,-0.3485,-1.228,,-0.3463
1.0,0.0,0,1.0,1.0,1,0,1.0,84006724,-0.0328,-1.228,1.0368,0.337
0.0,0.0,0,1.0,1.0,0,1,0.0,84006726,-0.3397,-1.228,0.7004,-0.0029
,0.0,0,1.0,1.0,0,1,1.0,84006729,2.7562,-1.228,0.8762,1.7118
1.0,0.0,0,0.0,1.0,0,1,0.0,84006730,-1.2018,-1.228,0.0142,1.7553
,0.0,0,0.0,1.0,0,0,1.0,84006731,-1.0331,0.9078,1.9904,
,0.0,0,1.0,1.0,0,1,1.0,84006733,0.3661,-1.228,1.4063,1.0756
,0.0,0,0.0,1.0,0,1,1.0,84006735,,,-0.8197,
1.0,0.0,1,0.0,1.0,0,0,1.0,84006737,-0.3128,-1.228,-0.357,0.5925
1.0,0.0,0,1.0,0.0,0,1,0.0,84006738,-0.338,-1.228,-0.6908,0.0947
,0.0,0,1.0,1.0,0,1,0.0,84006740,-0.0437,-0.1325,1.1276,0.8359
,1.0,0,0.0,1.0,0,1,1.0,84006741,-1.1045,0.7726,1.61,0.6936
0.0,0.0,0,1.0,1.0,1,0,0.0,84006742,-0.9739,-0.5168,-2.5073,0.0034
1.0,0.0,0,0.0,1.0,0,1,1.0,84006748,-0.8973,-0.267,-0.9486,-0.8811
1.0,0.0,0,1.0,1.0,0,0,1.0,84006749,-0.7334,-1.228,-0.6109,1.646
,0.0,0,1.0,1.0,0,0,0.0,84006751,-1.337,-1.228,-0.4592,-0.3006
1.0,0.0,0,0.0,1.0,0,0,1.0,84006753,-0.5938,0.6168,-0.6462,0.0169
,,0,,,0,0,1.0,84006756,,,,
1.0,0.0,0,1.0,1.0,0,1,1.0,84006757,-0.1671,-1.228,-0.0717,-0.4548
1.0,0.0,0,0.0,1.0,0,1,1.0,84006762,-0.2482,2.2298,-1.7862,-0.2272
0.0,0.0,1,0.0,1.0,0,0,0.0,84006763,-0.4941,-1.228,0.3751,1.5679
0.0,0.0,0,1.0,0.0,0,0,0.0,84006765,-0.9583,-1.228,,0.8022
1.0,0.0,0,0.0,1.0,0,1,0.0,84006766,-0.3485,-1.228,-1.1685,-0.5655
0.0,0.0,0,1.0,1.0,0,0,0.0,84006768,-0.6314,-1.228,1.2931,0.334
,0.0,0,1.0,1.0,0,1,1.0,84006770,-0.2069,-1.228,0.6741,
1.0,0.0,0,1.0,1.0,0,1,0.0,84006772,-0.3485,-1.228,-0.6484,-0.9091
1.0,0.0,0,0.0,1.0,0,1,1.0,84006773,-0.2482,0.1751,-0.5709,0.3095
0.0,0.0,0,1.0,1.0,0,1,1.0,84006774,-0.0446,-1.228,0.9808,-0.459
,0.0,1,0.0,1.0,0,1,0.0,84006775,-0.4901,-0.4588,0.9318,-0.4431
1.0,0.0,0,1.0,0.0,0,1,1.0,84006776,-0.0349,0.2289,1.814,1.7442
,0.0,1,0.0,1.0,0,1,1.0,84006778,-1.9943,-1.228,1.6219,1.6522
1.0,0.0,0,0.0,0.0,0,0,0.0,84006779,,0.8171,-0.2343,-0.6977
1.0,0.0,0,0.0,0.0,0,0,0.0,84006780,0.3279,-1.228,-1.7684,0.4297
1.0,0.0,1,0.0,1.0,0,1,0.0,84006781,0.1742,-1.228,0.1732,1.6908
0.0,0.0,0,1.0,1.0,0,1,1.0,84006783,-1.2483,1.2285,-1.076,-2.0123
,0.0,0,1.0,0.0,0,0,0.0,84006784,-0.2482,-1.228,0.2889,-0.1104
0.0,0.0,0,0.0,0.0,0,0,0.0,84006786,-0.2026,-1.228,-0.8921,-1.2168
1.0,0.0,0,1.0,1.0,0,1,0.0,84006788,-0.3485,-1.228,0.9626,0.2139
0.0,1.0,0,0.0,1.0,0,1,0.0,84006789,-0.1671,-0.1325,0.6083,-0.1423
1.0,0.0,0,1.0,0.0,1,0,0.0,84006790,-0.471,-1.228,-1.244,-0.5292
1.0,0.0,0,1.0,1.0,0,1,1.0,84006791,0.2822,0.5504,1.1026,1.1412
1.0,0.0,0,0.0,1.0,1,0,0.0,84006792,2.1143,0.1807,1.4257,1.5747
,,0,,,0,0,0.0,84006795,,,,
1.0,0.0,1,0.0,1.0,0,1,1.0,84006796,-0.3485,-1.228,0.2544,-0.1691
1.0,0.0,0,0.0,1.0,0,1,0.0,84006797,-1.0306,0.8683,1.0431,1.8165
0.0,0.0,0,1.0,1.0,0,1,1.0,84006798,-1.9861,-1.228,-0.0368,-0.8919
0.0,0.0,0,1.0,1.0,1,0,0.0,84006803,-0.3261,-1.228,-0.4434,0.0402
0.0,0.0,0,1.0,0.0,1,0,0.0,84006804,-0.8251,0.8565,-1.1464,-0.2416
,,0,,1.0,0,1,0.0,84006805,0.7639,-1.228,-0.1241,
0.0,0.0,1,0.0,0.0,0,0,1.0,84006807,-0.4375,-0.1325,-1.1088,-1.0268
1.0,0.0,1,0.0,1.0,0,1,1.0,84006810,-0.3261,-1.228,0.8074,1.703
1.0,0.0,1,0.0,1.0,0,1,1.0,84006811,2.7562,-1.228,-1.3823,-0.0893
1.0,1.0,0,0.0,1.0,0,0,1.0,84006812,0.6239,-1.228,0.1663,1.4752
,0.0,0,0.0,1.0,0,1,1.0,84006813,,,1.1552,
0.0,0.0,1,0.0,1.0,0,1,0.0,84006814,-0.7198,1.9014,1.6002,-0.8272
,0.0,0,0.0,1.0,0,1,0.0,84006817,,,1.3078,
,0.0,1,0.0,1.0,0,1,1.0,84006818,-0.5214,0.7969,-0.7948,0.8772
1.0,1.0,0,0.0,1.0,0,1,1.0,84006821,-1.0056,0.5767,0.6305,-0.6701
,0.0,0,0.0,1.0,0,1,1.0,84006825,-0.1361,-1.228,0.5742,-1.5017
,0.0,0,1.0,0.0,0,0,1.0,84006826,,0.2289,-0.4633,0.0874
,0.0,0,1.0,1.0,0,1,1.0,84006828,0.1618,0.4829,0.594,0.1363
0.0,0.0,1,0.0,1.0,0,1,0.0,84006829,0.687,-1.228,-0.6456,-1.0844
0.0,0.0,1,0.0,1.0,0,0,1.0,84006830,-1.5848,-0.267,0.9128,-0.4281
1.0,0.0,0,1.0,1.0,0,1,1.0,84006831,-0.3485,-1.228,1.1284,0.0239
0.0,0.0,0,1.0,1.0,0,0,0.0,84006832,-0.2482,-1.228,-0.2355,-0.6328
0.0,0.0,0,1.0,1.0,0,1,0.0,84006833,-0.7334,-1.228,-0.7833,-0.5927
1.0,0.0,0,1.0,1.0,0,0,1.0,84006834,-0.7638,0.2289,0.9968,0.1851
1.0,1.0,0,0.0,1.0,0,1,1.0,84006835,-1.3724,0.5504,1.494,0.5145
0.0,0.0,0,1.0,1.0,0,1,0.0,84006836,-0.4867,1.1219,-1.225,-0.8956
,,0,,,0,1,1.0,84006837,,,,
,0.0,1,0.0,1.0,0,0,1.0,84006839,0.0271,0.5504,1.7221,-0.7015
,0.0,0,1.0,0.0,0,1,1.0,84006840,-0.338,-1.228,0.9186,1.6331
1.0,0.0,1,0.0,1.0,1,0,0.0,84006841,-1.7335,0.3063,-0.7106,-2.0996
,,0,,,0,1,1.0,84006842,,,-0.6165,
0.0,0.0,1,0.0,0.0,0,1,1.0,84006846,-0.338,-1.228,-0.6547,-0.0893
,0.0,0,1.0,1.0,0,1,1.0,84006847,-0.2482,-1.228,0.7396,-0.9224
1.0,0.0,0,1.0,1.0,0,1,1.0,84006849,-1.0249,-1.228,-0.1833,0.1042
1.0,0.0,0,0.0,1.0,0,1,1.0,84006850,1.1073,-1.228,-1.5753,1.7465
0.0,0.0,0,1.0,1.0,0,0,0.0,84006852,-0.8408,-1.228,1.0903,-0.0316
0.0,0.0,1,0.0,1.0,0,1,0.0,84006855,-1.4881,1.625,-0.7377,-0.4877
,0.0,0,0.0,1.0,0,1,0.0,84006857,,,0.348,
,0.0,0,0.0,0.0,0,0,1.0,84006861,-0.7197,1.2785,-1.8009,-0.3695
,0.0,0,0.0,1.0,0,1,0.0,84006862,,,-1.8756,
1.0,0.0,0,1.0,1.0,0,0,1.0,84006864,-0.9491,-1.228,-1.0614,-1.0035
1.0,0.0,0,0.0,1.0,0,1,0.0,84006865,-0.1551,-0.1325,0.9794,1.685
1.0,0.0,1,0.0,1.0,0,1,0.0,84006866,-1.1045,0.2121,0.3148,-0.4014
0.0,,0,,0.0,0,1,0.0,84006868,,-1.228,-0.5949,1.7019
,0.0,0,1.0,1.0,0,0,1.0,84006869,-1.1147,0.8231,1.2883,-0.5441
1.0,0.0,0,1.0,1.0,0,1,1.0,84006870,-0.2482,-1.228,-0.1258,1.9405
,0.0,0,0.0,1.0,0,0,0.0,84006872,,,0.1834,
,0.0,0,1.0,1.0,0,1,1.0,84006874,-0.7256,-1.228,0.0389,1.6298
1.0,0.0,0,0.0,1.0,0,1,1.0,84006875,-0.338,-0.3474,1.9268,-0.1404
1.0,0.0,0,0.0,0.0,0,1,0.0,84006876,-0.1315,1.1617,-1.3902,-1.1824
0.0,0.0,0,0.0,1.0,0,1,0.0,84006878,0.0271,0.9787,0.6979,0.0872
,1.0,0,0.0,1.0,0,1,0.0,84006879,0.0712,4.6939,-0.1623,1.5866
1.0,0.0,0,1.0,1.0,0,1,1.0,84006880,0.7289,-1.228,0.6053,0.1687
1.0,0.0,0,1.0,1.0,0,1,0.0,84006888,-0.9606,-1.228,0.4247,0.7288
